,timesteps,ep_reward,num_updates,episodes
327,143,17.879921602517005,0,327
328,15,16.88346001968908,0,328
329,21,37.07221340291892,0,329
330,19,46.900135858062505,0,330
331,23,32.95710358047115,0,331
332,139,76.87992160251699,0,332
333,24,35.9001358580625,0,333
334,188,-26.945022240757996,0,334
335,17,25.9001358580625,0,335
336,14,16.883460019689075,0,336
337,24,53.957103580471156,0,337
338,30,96.90013573942423,0,338
339,15,17.883460019689075,0,339
340,126,16.904250316564752,0,340
341,14,17.883460019689075,0,341
342,200,20.078828769301058,0,342
343,18,16.883460019689075,0,343
344,17,46.883460019689075,0,344
345,128,-3.1200783974830006,0,345
346,27,44.900135739424215,1,346
347,18,16.072213402918926,0,347
348,200,-55.2232008969666,0,348
349,22,13.883460019689077,0,349
350,197,10.886043962153618,0,350
351,200,-76.66928018365361,0,351
352,200,-30.49604456267893,0,352
353,23,25.9001358580625,0,353
354,126,-23.108596586328275,0,354
355,200,-33.196185074877015,0,355
356,21,15.883460019689077,0,356
357,19,26.9001358580625,0,357
358,145,26.891403413671732,0,358
359,200,-8.377853221100432,0,359
360,36,26.9001358580625,0,360
361,15,27.072213402918926,0,361
362,34,16.88646542134167,0,362
363,200,-103.96881812866707,0,363
364,56,55.91766134494911,0,364
365,19,15.883460019689075,0,365
366,14,16.883460019689075,0,366
367,22,24.9001358580625,0,367
368,200,-18.112810828569827,1,368
369,30,33.95710358047115,0,369
370,19,13.883460019689075,0,370
371,17,14.957103580471149,0,371
372,31,65.90013573942421,0,372
373,169,-30.09354548749809,0,373
374,22,16.88346001968908,0,374
375,17,37.072213402918926,0,375
376,95,32.90425031656475,0,376
377,21,25.9001358580625,0,377
378,18,25.95710358047115,0,378
379,22,15.957103580471149,0,379
380,18,22.95710358047115,0,380
381,41,55.900135739424215,0,381
382,172,79.02308154712703,0,382
383,26,45.072213402918926,0,383
384,165,-1.0482424417655327,0,384
385,24,36.9001358580625,0,385
386,192,37.023081547127035,0,386
387,31,77.90013573942421,0,387
388,17,37.9001358580625,0,388
389,126,58.87992160251707,0,389
390,14,16.883460019689075,0,390
391,124,32.90425031656474,0,391
392,21,48.072213402918926,0,392
393,18,37.07221340291892,0,393
394,23,96.9001358580625,0,394
395,23,76.90013573942421,0,395
396,200,-8.70661351774864,0,396
397,15,26.9001358580625,0,397
398,24,14.957103580471149,0,398
399,17,47.900135739424215,0,399
400,19,15.95710358047115,0,400
401,15,26.95710358047115,0,401
402,200,71.2533219978209,1,402
403,200,-45.59994391170369,0,403
404,184,-12.035811570630115,0,404
405,151,5.90425031656476,0,405
406,17,13.883460019689075,0,406
407,29,26.95710369720357,0,407
408,15,16.883460019689075,0,408
409,25,50.900135739424215,0,409
410,25,27.9001358580625,0,410
411,19,16.883460019689075,0,411
412,137,-23.92410118522778,0,412
413,200,-74.35712772898067,0,413
414,17,36.9001358580625,0,414
415,24,97.90013573942421,0,415
416,18,25.883460019689075,0,416
417,15,26.9001358580625,0,417
418,16,17.883460019689075,0,418
419,17,14.883460019689075,0,419
420,27,44.900135858062505,0,420
421,200,-33.15097616160762,0,421
422,29,107.07221333978616,0,422
423,105,71.87992160251703,0,423
424,71,85.91766134494914,0,424
425,116,135.89140341367172,0,425
426,18,16.95710358047115,0,426
427,20,25.9001358580625,0,427
428,22,45.957103580471156,0,428
429,200,7.760938506251536,1,429
430,63,57.95091921986978,0,430
431,200,18.93334221879861,0,431
432,18,17.95710358047115,0,432
433,20,16.883460019689075,0,433
434,17,14.883460019689077,0,434
435,27,37.95710358047115,0,435
436,25,34.9001358580625,0,436
437,149,174.9042503165647,0,437
438,89,86.95091921986979,0,438
439,16,17.883460019689075,0,439
440,31,105.90013573942423,0,440
441,27,47.900135739424215,0,441
442,23,65.90013585806251,0,442
443,26,47.95710358047114,0,443
444,20,34.95710358047115,0,444
445,143,-25.10859658632826,0,445
446,62,37.950919219869775,0,446
447,200,-20.579305810684723,0,447
448,72,14.950919219869775,0,448
449,20,45.900135739424215,0,449
450,21,35.9001358580625,0,450
451,75,95.95091921986977,0,451
452,21,36.95710358047115,0,452
453,15,27.95710358047115,0,453
454,20,17.072213402918923,0,454
455,22,27.9001358580625,0,455
456,79,87.9509192198698,0,456
457,22,47.883460019689075,0,457
458,26,46.900135739424215,0,458
459,28,26.883460019356004,0,459
460,124,2.87992160251701,0,460
461,16,16.95710358047115,0,461
462,17,15.883460019689075,0,462
463,20,47.9001358580625,0,463
464,132,128.90425031656477,0,464
465,192,165.9509192198698,1,465
466,15,16.883460019689075,0,466
467,32,15.883460019689077,0,467
468,200,77.1461594422655,0,468
469,171,110.00102657458508,0,469
470,21,16.072213402918926,0,470
471,25,25.9001358580625,0,471
472,31,104.88346001935601,0,472
473,50,47.90013573942421,0,473
474,20,37.883460019689075,0,474
475,27,37.072213402918926,0,475
476,76,57.917661344949124,0,476
477,77,77.95091921986976,0,477
478,22,17.95710358047115,0,478
479,33,67.9001357394242,0,479
480,15,16.883460019689075,0,480
481,178,230.9064545125019,0,481
482,43,74.9001357394242,0,482
483,200,12.741589593838793,0,483
484,17,27.883460019689075,0,484
485,200,31.4593947712157,0,485
486,36,155.9001357394242,0,486
487,71,56.95091921986976,0,487
488,125,102.879921602517,0,488
489,47,86.97739395783245,0,489
490,200,234.37687680585253,1,490
491,40,56.90013573942422,0,491
492,75,105.91766134494915,0,492
493,30,67.90013573942421,0,493
494,200,-9.878497482738057,0,494
495,86,155.91766134494915,0,495
496,23,35.883460019689075,0,496
497,88,216.9176613449491,0,497
498,42,86.88346001935602,0,498
499,16,27.9001358580625,0,499
500,18,57.9001358580625,0,500
